,Date,User,Text
73,January 2016,Michaell,"andres3 said:
No note sucks big time when someone dings you in a parking lot. Especially when someone hits a pricey and valuable ""newer"" car with more than a little ""ding."" My estimate is $900 to fix, and I don't want to deal with it. I'm waiting for some other idiot to rear-end me and then they will have to pick up the tab.
I had someone back into me at an apartment complex almost a year ago .. made a nice gash in the bumper cover of my Elantra GT.

I've been waiting to get rear ended since that day. My lease is up in November and I'm afraid I'll have to pay to have it repaired myself.
MODERATOR

2016 VW Jetta 1.4T SE / 2015 Subaru Outback 3.6R / 2014 MINI Countryman S ALL4

Need help navigating? michaell@edmunds.com - or send a private message by clicking on my name.

Share your vehicle reviews"
74,January 2016,cdnpinhead,"There is no accounting for taste. (or the lack thereof)

When I lived in North Vancouver, it was interesting to tour the houses in West Vancouver (much more upscale) and come to the conclusion that money didn't equal taste, at least in our opinion.

Many decades earlier, when McNary, AZ, was still in operation (Southwest Forest Industries), it was also interesting to tour the mill town and note what cars were in front of the very modest dwellings.

I'll leave it at that. The potential for a micro-aggresion foul (or even a full-up aggresion) is huge."
75,January 2016,abacomike,"
I just pay the fees - tags remain the same for 7-10 years.  They just send you a sticker every 2 years.  Although, I would love to be nearer to my son.  The fee for tags in CA for my car would be well over $1000 a year as opposed to about $75.00 here.
2018 Mercedes S450"
76,January 2016,nyccarguy,"
Mike - that CLS is sexy & it knows it!  I like those wheels a lot!  The color looks fantastic too!
2001 Prelude Type SH, 2015 Infiniti Q40 AWD, 2017 Honda Pilot Touring AWD"
77,January 2016,abacomike,"
Thanks, Bradd.  
2018 Mercedes S450"
78,January 2016,driver100,"
Thanks for the idea ab....since i am in the land of vinyl roofs I'll check it out. Not too many Mercedes that have a vinyl roof, but the closest I could get is this Jaguar. Doesn't it just set the whole car off.....must add at least $2 grand to the value.

2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
79,January 2016,driver100,"Mustang owners. I was behind a newer Mustang (I have no idea what year they are any more, but I can tell the newer ones) and it looked really sharp in Candy Apple Red.
I noticed it had sequential rear turn signal lights.......is that on all models?
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
80,January 2016,ab348,"

Thanks for the idea ab....since i am in the land of vinyl roofs I'll check it out. Not too many Mercedes that have a vinyl roof, but the closest I could get is this Jaguar. Doesn't it just set the whole car off.....must add at least $2 grand to the value.

Excellent. Sadly, I am unable to find a conversion for my ATS but look what else I found in my search!




2017 Cadillac ATS Performance Premium 3.6, 1968 Oldsmobile Cutlass S Holiday Coupe"
81,January 2016,Mr_Shiftright,"I need to lie down after that one.
MODERATOR --Need help with anything? Click on my name!
Share Your Vehicle Reviews Here"
82,January 2016,isellhondas,"nyccarguy said:
Despite me being much younger (I was 22 when I first signed on to edmunds) than many of you, I've always been treated as an equal.  I saw a few weeks ago that many of you commented how you would do certain things different if you were younger & knew what you know now.  I feel the same way.  A few of you mentioned you wish you could go back to being 39.  

I'm 39.  My 40th birthday is coming up on April 3.  Financially if you were me, what would you do?

I'd like to learn more about the stock market.  Keeping with the spirit of the board, I'd like to know what you think of the following companies (to a complete novice investor):

Ford Motor Company (F)
Closing price:  $14.97
P/E Ratio:  11.69
Market Cap:  $55.44 Billion
Yield:  4.26%

Toyota Motor Corporation (TM)
Closing price:  $121.46
P/E Ratio:  10.02
Market Cap:  $189.1 Billion
Yield:  2.65%
I wouldn't buy any individual stocks. Every time I did I either lost money or they went stagnant.

I would invest as much money as possible into several well run mutual funds.

For over 20 years we've had good luck with our Edward Jones guy although I'm sure some are better than others. It took me a long time to totally trust him but he has never steered us wrong.

Anyway, I'm sure others would disagree."
83,January 2016,Mr_Shiftright,"Yeah but you're not ""on the go"" and ""livin' the dream"" and being a very cool metro dude in your loft. (or maybe you are?)...so you don't have time to waste by making a cup of coffee by hand. Remember, these are people who pay $6 for a piece of toast.
MODERATOR --Need help with anything? Click on my name!
Share Your Vehicle Reviews Here"
84,January 2016,stever,"There was a Hawaiian themed place in Boise with spam ""sushi"". Awful stuff, mostly because it was thick slices. The real Hawaiian breakfast is Portuguese sausage and rice. Great pork adobo on Molokai too. Next week I'm in TN catching up on my catfish and ham biscuit fix."
85,January 2016,graphicguy,"Mr_Shiftright said:
Buying gold is, in my opinion, a fear-based response with no rational thinking behind it. Gold will behave no different than any other commodity. If nobody wants it, it ain't worth anything.

If you want to buy something useful for the coming zombie apocalypse, buy cases of Spam. I'll bet you I'll get a fair amount of gold for each can of Spam I have. Can't eat gold.

History suggests that Spam is a much better investment. We might recall those poor European refugees trying to get out of Germany prior to and during WW II. They ended up trading diamonds for a loaf of bread.
Mr_Shiftright said:
Buying gold is, in my opinion, a fear-based response with no rational thinking behind it. Gold will behave no different than any other commodity. If nobody wants it, it ain't worth anything.

If you want to buy something useful for the coming zombie apocalypse, buy cases of Spam. I'll bet you I'll get a fair amount of gold for each can of Spam I have. Can't eat gold.

History suggests that Spam is a much better investment. We might recall those poor European refugees trying to get out of Germany prior to and during WW II. They ended up trading diamonds for a loaf of bread.
Agree about gold. Generally speaking, by the time tyhe media tells you to buy or sell, it's already too late to cash in.
2018 Acura TLX SH AWD ASpec"
86,January 2016,driver100,"berri said:
I get a kick out of these new Yuppie rage K-cup coffee things. Until it became vogue, that was the same single serve coffee drink kind of stuff that you were stuck with while waiting at a tire shop.
I love my Keurig and the coffee I get is as good as any store bought coffee, usually better. Plus the ease of use. I am not a coffee addict, but my Keurig is worth it's weight in gold to me.
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
87,January 2016,driver100,"Mr_Shiftright said:
Yeah but you're not ""on the go"" and ""livin' the dream"" and being a very cool metro dude in your loft. (or maybe you are?)...so you don't have time to waste by making a cup of coffee by hand. Remember, these are people who pay $6 for a piece of toast.
Another nice thing about a Keurig is that you don't have to wash it between coffee's...if that matters to you.

If you have visitors you can make strong, medium, mild coffee or even tea or hot chocolate...etc., unlimited variables.....which is a nice feature.

Also, coffee comes out the same every time.

Talking about stocks....wish I bought this one early on.
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
88,January 2016,bwia,"Mr_Shiftright said:
Buying gold is, in my opinion, a fear-based response with no rational thinking behind it. Gold will behave no different than any other commodity. If nobody wants it, it ain't worth anything.
Don't quite agree. The value of gold will NEVER fall to zero unlike other financial assets or real estate. Gold is a unique and versatile product, almost 75% of the gold ever mined is still around today. It can be used as jewelry, art, industrial applications and can even be eaten. Gold perhaps should not used as an investment but rather as immunization against investment risk."
89,January 2016,carnaught,"
I love my Keurig and the coffee I get is as good as any store bought coffee, usually better. Plus the ease of use. I am not a coffee addict, but my Keurig is worth it's weight in gold to me.
Agreed, but you have to use the right coffee. The coffees are as good/better than most fine dining restaurant's coffee. We especially like Barista Prima Italian Dark Roast, Newman's Best Organic Coffee, Emeril Lagasse's Big and Bold, available at Wally World or B B & B. Green Mountain coffee and Dunken Donuts coffee in K-cups are meh, and Donut Shop is double meh."
90,January 2016,suydam,"To each his/her own. I'm not a Keurig fan.
'14 Buick Encore Convenience
'17 Chevy Volt Premiere"
91,January 2016,nyccarguy,"@carnaught & @driver100 - we have a k-cup machine at our house.  I do like the convenience of it.  I don't LOVE it.  The Newman's Best Organic & Starbucks Medium House Blend are my favorites.  

My biggest problem with our K-Cup machine is that the coffee doesn't get hot enough for me.  The commercial K-Cup machines they have in offices & car dealerships (which are hard wired with a 220 line) get nice & hot.  

I make my K-Cup coffee every AM.  Once or twice a month I will stop at Starbucks in the AM.  I love their Blonde Roast. I stop at Dunkin Donuts every night on my way home for a large.
2001 Prelude Type SH, 2015 Infiniti Q40 AWD, 2017 Honda Pilot Touring AWD"
